"text"|"favorited"|"favoriteCount"|"replyToSN"|"created"|"truncated"|"replyToSID"|"id"|"replyToUID"|"statusSource"|"screenName"|"retweetCount"|"isRetweet"|"retweeted"|"longitude"|"latitude"|"location"|"language"|"profileImageURL"
"RT @MafeCarrascal: Gracias @JJRENDON. Gracias por pretender acabar con @lopezobrador_, ahí va, de primero <ed><U+00A0><U+00BD><ed><U+00B8><U+0089> https://t.co/q0L02l9DmT"|FALSE|0|NA|2018-04-19 20:07:35|FALSE|NA|"987060158890151936"|NA|"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>"|"juanpabloquin_"|18|TRUE|FALSE|NA|NA|"bogota "|"es"|"http://pbs.twimg.com/profile_images/974706267871727616/0c5otyLw_normal.jpg"
"RT @yeidckol: En unos minutos vamos a la mesa de debate con @lopezdoriga en la calle la gente confirma lo que dicen las encuestas, el prime…"|FALSE|0|NA|2018-04-19 20:07:35|FALSE|NA|"987060158114263045"|NA|"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"|"EspinosaLemus"|338|TRUE|FALSE|NA|NA|"México"|"es"|"http://pbs.twimg.com/profile_images/888897224448516096/DsAwADZI_normal.jpg"
"RT @tatclouthier: México será una potencia y tendrán que entenderse con nosotros con dignidad: @lopezobrador_ #Mochis"|FALSE|0|NA|2018-04-19 20:07:33|FALSE|NA|"987060151252324352"|NA|"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>"|"Avidya2011"|914|TRUE|FALSE|NA|NA|""|"es"|"http://pbs.twimg.com/profile_images/2341537020/u51jkjnsw6bctfxw92kq_normal.jpeg"
"@lopezdoriga @yeidckol @lopezobrador_ @Radio_Formula Como me río de janeiro con el reza...cabeza de titino y yeidck… https://t.co/kSjkDsvh4P"|FALSE|0|"lopezdoriga"|2018-04-19 20:07:33|TRUE|"987058361781940224"|"987060151176876033"|"236636515"|"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Lite</a>"|"Marcela18885863"|0|FALSE|FALSE|NA|NA|""|"es"|"http://pbs.twimg.com/profile_images/983204035120455680/IyXGod-r_normal.jpg"
"@lajornadaonline @RicardoAnayaC @lopezobrador_ ¿En que se basa el mediocre, improvisado y huevón  @RicardoAnayaC al… https://t.co/mj7oA1F91L"|FALSE|0|"lajornadaonline"|2018-04-19 20:07:33|TRUE|"987038230892687360"|"987060150413479936"|"35977487"|"<a href=\"https://about.twitter.com/products/tweetdeck\" rel=\"nofollow\">TweetDeck</a>"|"vic_demian"|0|FALSE|FALSE|NA|NA|"México, D.F."|"es"|"http://pbs.twimg.com/profile_images/378800000566802477/32ce9101ca8e9fb257c9800f53f704ae_normal.png"
"RT @mario_delgado1: . @lopezobrador_ ya gobernó la #CDMX rompiendo récord en materia de inversión. Su proyecto es no aumentar impuestos y n…"|FALSE|0|NA|2018-04-19 20:07:32|FALSE|NA|"987060149088063488"|NA|"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"|"EspinosaLemus"|38|TRUE|FALSE|NA|NA|"México"|"es"|"http://pbs.twimg.com/profile_images/888897224448516096/DsAwADZI_normal.jpg"
"Según... puede que la cuñada de @lopezobrador_ se pudo haber robado 250 millones para los MORENISTAS...Si resulta… https://t.co/dIYeGqbw7D"|FALSE|0|NA|2018-04-19 20:07:32|TRUE|NA|"987060148836368384"|NA|"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>"|"Donut_Worry"|0|FALSE|FALSE|NA|NA|"Hangar 18 "|"es"|"http://pbs.twimg.com/profile_images/974096233617940485/8wZ-eiK8_normal.jpg"
"RT @ELPERRUNO1: Escucho el spot de @lopezobrador_ donde habla de la revocación de mandato cada 2 años y me viene a la mente una de las ment…"|FALSE|0|NA|2018-04-19 20:07:32|FALSE|NA|"987060147049541632"|NA|"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"|"DAMA_ILUSTRE"|3|TRUE|FALSE|NA|NA|""|"es"|"http://pbs.twimg.com/profile_images/774305370399309825/zNIXsM9j_normal.jpg"
"@CiroGomezL @lopezobrador_ @JoseAMeadeK @RicardoAnayaC Es correcto lo que dices Ciro: perdieron el tiempo tratando de destruirse."|FALSE|0|"CiroGomezL"|2018-04-19 20:07:32|FALSE|"986832922068987904"|"987060146210836480"|"1935742783"|"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"|"josanto19"|0|FALSE|FALSE|NA|NA|""|"es"|"http://pbs.twimg.com/profile_images/792199446050111493/vLDYxSRY_normal.jpg"
"RT @EliasIsquierdo: @Cruzamaranta @PoetaCaminate @zaga_gutz @MacloviaMontoy3 @132_mas @Marpfa @CremaTlate @Solooopino @sophie_sant @LucioVa…"|FALSE|0|NA|2018-04-19 20:07:31|FALSE|NA|"987060144381898752"|NA|"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>"|"132_mas"|2|TRUE|FALSE|NA|NA|"Cerca del Cielo."|"es"|"http://pbs.twimg.com/profile_images/986821707322175488/fXU3jgGn_normal.jpg"
"RT @MarianaNiembro_: 11 puntos para una Agenda #Anticorrupción #Elecciones2018 @lopezobrador_ @JoseAMeadeK @RicardoAnayaC @JaimeRdzNL https…"|FALSE|0|NA|2018-04-19 20:07:30|FALSE|NA|"987060138044461056"|NA|"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"|"GPMtransparente"|4|TRUE|FALSE|NA|NA|""|"es"|"http://pbs.twimg.com/profile_images/590305900478406656/IyaRVNvW_normal.jpg"
"RT @yeidckol: #UniversitariosConAMLO \"ser joven y no ser revolucionario es una contradicción hasta biológica\" la insurrección popular pacíf…"|FALSE|0|NA|2018-04-19 20:07:29|FALSE|NA|"987060135980945409"|NA|"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"|"GodRubikYoYo"|586|TRUE|FALSE|NA|NA|"Algún lugar del planeta"|"es"|"http://pbs.twimg.com/profile_images/1705710914/clasico_normal.jpg"
"RT @jrderu: @CiroGomezL @lopezobrador_ @JoseAMeadeK @RicardoAnayaC Aqui les dejo esto a los bots para #elFalsoMesias @lopezobrador_ https:/…"|FALSE|0|NA|2018-04-19 20:07:29|FALSE|NA|"987060133544038400"|NA|"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>"|"El_Tiricias"|10|TRUE|FALSE|NA|NA|""|"es"|"http://pbs.twimg.com/profile_images/983797612846485504/7yBeJnML_normal.jpg"
"RT @chemarock2: El Acueducto Independencia amenaza la sobrevivencia del pueblo yaqui https://t.co/tZqjw8H6MA @lopezobrador_ @LillyTellez @A…"|FALSE|0|NA|2018-04-19 20:07:28|FALSE|NA|"987060129601327104"|NA|"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"|"rosycastroluque"|7|TRUE|FALSE|NA|NA|""|"es"|"http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png"
"RT @epigmenioibarra: Pregunto a @RicardoAnayaC @JoseAMeadeK y @Mzavalagc: Que harían sin @lopezobrador_ ?En sus spots, en sus apariciones…"|FALSE|0|NA|2018-04-19 20:07:27|FALSE|NA|"987060128213098497"|NA|"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"|"Jose09219761"|482|TRUE|FALSE|NA|NA|""|"es"|"http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png"
"Fueron los #ChairoBOTS #Rusos de @lopezobrador_ !!! #FelizJueves? RT !!! https://t.co/Gi11sBIDKh"|FALSE|1|NA|2018-04-19 20:07:27|FALSE|NA|"987060126082371585"|NA|"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>"|"Jan_Herzog"|0|FALSE|FALSE|NA|NA|""|"es"|"http://pbs.twimg.com/profile_images/906229339833991169/trVhYvvS_normal.jpg"
"RT @Revolucion3_0: Ciudadanos detienen caravana de @lopezobrador_ para saludarlo y expresarle su apoyo https://t.co/u7bCCW19VB https://t.co…"|FALSE|0|NA|2018-04-19 20:07:26|FALSE|NA|"987060123603357696"|NA|"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>"|"AlmaMariaMex"|123|TRUE|FALSE|NA|NA|""|"es"|"http://pbs.twimg.com/profile_images/606588928074735616/XgWTHBxS_normal.jpg"
"RT @mexicopotencia: Las propuestas de @JoseAMeadeK nos demuestran que en su gobierno la pluralidad y la tolerancia serán ejes que protegerá…"|FALSE|0|NA|2018-04-19 20:07:26|FALSE|NA|"987060120457752577"|NA|"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>"|"jorel0410"|44|TRUE|FALSE|NA|NA|"pachuca de soto"|"es"|"http://pbs.twimg.com/profile_images/1795240659/30-12-08_1719_normal.jpg"
"@brozoxmiswebs Otro plan para sacar a @lopezobrador_ de la presidencia no dan pasó sin huarache sólo se creerá cuan… https://t.co/t8q6urB3Di"|FALSE|0|"brozoxmiswebs"|2018-04-19 20:07:25|TRUE|"987044215300374528"|"987060119279153153"|"107120856"|"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"|"victorchaherndz"|0|FALSE|FALSE|NA|NA|""|"es"|"http://pbs.twimg.com/profile_images/938611968360902656/t9P4jk3Z_normal.jpg"
"@EPN préstale a los candidatos helicópteros de la fuerza aérea mexicana así no hay malas interpretaciones… https://t.co/L4JCNuhxgD"|FALSE|0|"EPN"|2018-04-19 20:07:24|TRUE|NA|"987060113977626624"|"2897441"|"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>"|"REPORTINQUIETO"|0|FALSE|FALSE|NA|NA|"MEXICO "|"es"|"http://pbs.twimg.com/profile_images/964734149587238912/lWg6zK8H_normal.jpg"
